Id,ProductId,Score,Summary,Text,rating,category,gender
781,P4,1,Sample review,This is a sample product review,1,Footwear,Male
782,P1,3,Sample review,This is a sample product review,3,Footwear,Female
783,P1,5,Sample review,This is a sample product review,5,Footwear,Female
784,P1,1,Sample review,This is a sample product review,1,Clothing,Male
785,P3,2,Sample review,This is a sample product review,2,Food,Female
786,P3,5,Sample review,This is a sample product review,5,Footwear,Female
787,P1,4,Sample review,This is a sample product review,4,Cosmetics,Female
788,P2,4,Sample review,This is a sample product review,4,Books,Female
789,P1,5,Sample review,This is a sample product review,5,Food,Female
790,P3,4,Sample review,This is a sample product review,4,Food,Male
791,P1,4,Sample review,This is a sample product review,4,Clothing,Male
792,P2,2,Sample review,This is a sample product review,2,Footwear,Male
793,P4,2,Sample review,This is a sample product review,2,Food,Female
794,P1,1,Sample review,This is a sample product review,1,Cosmetics,Female
795,P3,2,Sample review,This is a sample product review,2,Clothing,Male
796,P1,2,Sample review,This is a sample product review,2,Books,Male
797,P4,4,Sample review,This is a sample product review,4,Food,Female
798,P3,1,Sample review,This is a sample product review,1,Books,Male
799,P2,1,Sample review,This is a sample product review,1,Cosmetics,Female
800,P1,1,Sample review,This is a sample product review,1,Footwear,Female
801,P1,2,Sample review,This is a sample product review,2,Footwear,Male
802,P1,5,Sample review,This is a sample product review,5,Footwear,Female
803,P3,5,Sample review,This is a sample product review,5,Books,Male
804,P1,3,Sample review,This is a sample product review,3,Footwear,Female
805,P4,2,Sample review,This is a sample product review,2,Books,Male
806,P2,2,Sample review,This is a sample product review,2,Clothing,Female
807,P3,2,Sample review,This is a sample product review,2,Clothing,Female
808,P2,4,Sample review,This is a sample product review,4,Clothing,Male
809,P4,3,Sample review,This is a sample product review,3,Footwear,Female
810,P3,1,Sample review,This is a sample product review,1,Cosmetics,Female
811,P3,4,Sample review,This is a sample product review,4,Books,Male
812,P4,2,Sample review,This is a sample product review,2,Food,Male
813,P2,3,Sample review,This is a sample product review,3,Footwear,Female
814,P2,1,Sample review,This is a sample product review,1,Footwear,Female
815,P4,4,Sample review,This is a sample product review,4,Clothing,Male
816,P4,2,Sample review,This is a sample product review,2,Footwear,Female
817,P4,5,Sample review,This is a sample product review,5,Food,Male
818,P2,4,Sample review,This is a sample product review,4,Books,Female
819,P3,4,Sample review,This is a sample product review,4,Clothing,Female
820,P2,5,Sample review,This is a sample product review,5,Footwear,Female
821,P4,3,Sample review,This is a sample product review,3,Cosmetics,Female
822,P2,5,Sample review,This is a sample product review,5,Cosmetics,Female
823,P1,5,Sample review,This is a sample product review,5,Cosmetics,Male
824,P2,5,Sample review,This is a sample product review,5,Food,Female
825,P1,3,Sample review,This is a sample product review,3,Cosmetics,Female
826,P3,5,Sample review,This is a sample product review,5,Food,Male
827,P4,4,Sample review,This is a sample product review,4,Footwear,Male
828,P1,2,Sample review,This is a sample product review,2,Cosmetics,Female
829,P2,1,Sample review,This is a sample product review,1,Food,Female
830,P3,5,Sample review,This is a sample product review,5,Cosmetics,Male
831,P4,4,Sample review,This is a sample product review,4,Books,Male
832,P4,4,Sample review,This is a sample product review,4,Books,Male
833,P1,1,Sample review,This is a sample product review,1,Cosmetics,Male
834,P2,2,Sample review,This is a sample product review,2,Cosmetics,Female
835,P2,4,Sample review,This is a sample product review,4,Cosmetics,Male
836,P4,5,Sample review,This is a sample product review,5,Food,Male
837,P4,5,Sample review,This is a sample product review,5,Food,Male
838,P2,4,Sample review,This is a sample product review,4,Footwear,Male
839,P3,5,Sample review,This is a sample product review,5,Clothing,Female
840,P4,5,Sample review,This is a sample product review,5,Clothing,Male
841,P3,5,Sample review,This is a sample product review,5,Footwear,Male
842,P4,1,Sample review,This is a sample product review,1,Footwear,Female
843,P1,2,Sample review,This is a sample product review,2,Cosmetics,Female
844,P4,5,Sample review,This is a sample product review,5,Cosmetics,Male
845,P2,4,Sample review,This is a sample product review,4,Food,Male
846,P3,1,Sample review,This is a sample product review,1,Clothing,Female
847,P3,2,Sample review,This is a sample product review,2,Food,Female
848,P1,5,Sample review,This is a sample product review,5,Footwear,Male
849,P1,4,Sample review,This is a sample product review,4,Food,Male
850,P1,1,Sample review,This is a sample product review,1,Food,Female
851,P2,4,Sample review,This is a sample product review,4,Food,Male
852,P3,1,Sample review,This is a sample product review,1,Books,Female
853,P2,3,Sample review,This is a sample product review,3,Footwear,Female
854,P4,4,Sample review,This is a sample product review,4,Cosmetics,Male
855,P3,5,Sample review,This is a sample product review,5,Food,Female
856,P3,3,Sample review,This is a sample product review,3,Books,Female
857,P3,1,Sample review,This is a sample product review,1,Books,Female
858,P2,5,Sample review,This is a sample product review,5,Books,Male
859,P4,1,Sample review,This is a sample product review,1,Books,Male
860,P3,1,Sample review,This is a sample product review,1,Cosmetics,Female
861,P1,4,Sample review,This is a sample product review,4,Food,Male
862,P4,2,Sample review,This is a sample product review,2,Food,Male
863,P2,1,Sample review,This is a sample product review,1,Footwear,Female
864,P1,2,Sample review,This is a sample product review,2,Clothing,Female
865,P4,1,Sample review,This is a sample product review,1,Cosmetics,Male
866,P2,2,Sample review,This is a sample product review,2,Cosmetics,Male
867,P3,3,Sample review,This is a sample product review,3,Cosmetics,Male
868,P2,2,Sample review,This is a sample product review,2,Food,Female
869,P1,5,Sample review,This is a sample product review,5,Cosmetics,Female
870,P3,4,Sample review,This is a sample product review,4,Footwear,Female
871,P3,2,Sample review,This is a sample product review,2,Food,Female
872,P2,2,Sample review,This is a sample product review,2,Cosmetics,Male
873,P3,2,Sample review,This is a sample product review,2,Food,Female
874,P3,1,Sample review,This is a sample product review,1,Cosmetics,Male
875,P4,3,Sample review,This is a sample product review,3,Cosmetics,Female
876,P2,4,Sample review,This is a sample product review,4,Food,Male
877,P4,2,Sample review,This is a sample product review,2,Food,Female
878,P4,2,Sample review,This is a sample product review,2,Footwear,Male
879,P3,5,Sample review,This is a sample product review,5,Cosmetics,Male
880,P4,2,Sample review,This is a sample product review,2,Books,Male
881,P4,2,Sample review,This is a sample product review,2,Cosmetics,Male
882,P1,4,Sample review,This is a sample product review,4,Cosmetics,Female
883,P1,5,Sample review,This is a sample product review,5,Books,Female
884,P3,4,Sample review,This is a sample product review,4,Books,Female
885,P3,4,Sample review,This is a sample product review,4,Clothing,Male
886,P1,5,Sample review,This is a sample product review,5,Footwear,Female
887,P4,1,Sample review,This is a sample product review,1,Cosmetics,Male
888,P4,1,Sample review,This is a sample product review,1,Cosmetics,Male
889,P1,5,Sample review,This is a sample product review,5,Books,Female
890,P2,3,Sample review,This is a sample product review,3,Food,Male
891,P2,2,Sample review,This is a sample product review,2,Clothing,Male
892,P1,3,Sample review,This is a sample product review,3,Cosmetics,Female
893,P2,2,Sample review,This is a sample product review,2,Cosmetics,Female
894,P1,2,Sample review,This is a sample product review,2,Footwear,Female
895,P3,5,Sample review,This is a sample product review,5,Clothing,Male
896,P1,3,Sample review,This is a sample product review,3,Food,Male
897,P2,2,Sample review,This is a sample product review,2,Clothing,Female
898,P4,4,Sample review,This is a sample product review,4,Clothing,Female
899,P3,2,Sample review,This is a sample product review,2,Cosmetics,Male
900,P2,4,Sample review,This is a sample product review,4,Footwear,Male
901,P3,2,Sample review,This is a sample product review,2,Clothing,Female
902,P4,3,Sample review,This is a sample product review,3,Food,Male
903,P4,5,Sample review,This is a sample product review,5,Footwear,Female
904,P3,4,Sample review,This is a sample product review,4,Food,Male
905,P3,3,Sample review,This is a sample product review,3,Books,Female
906,P3,3,Sample review,This is a sample product review,3,Footwear,Male
907,P4,4,Sample review,This is a sample product review,4,Food,Male
908,P4,2,Sample review,This is a sample product review,2,Books,Female
909,P2,5,Sample review,This is a sample product review,5,Food,Female
910,P1,2,Sample review,This is a sample product review,2,Cosmetics,Male
911,P1,2,Sample review,This is a sample product review,2,Food,Male
912,P3,5,Sample review,This is a sample product review,5,Cosmetics,Male
913,P2,1,Sample review,This is a sample product review,1,Footwear,Male
914,P3,1,Sample review,This is a sample product review,1,Cosmetics,Female
915,P1,4,Sample review,This is a sample product review,4,Clothing,Male
916,P3,1,Sample review,This is a sample product review,1,Clothing,Male
917,P4,2,Sample review,This is a sample product review,2,Books,Female
918,P2,4,Sample review,This is a sample product review,4,Footwear,Female
919,P1,1,Sample review,This is a sample product review,1,Food,Female
920,P2,3,Sample review,This is a sample product review,3,Cosmetics,Male
921,P1,2,Sample review,This is a sample product review,2,Cosmetics,Female
922,P3,5,Sample review,This is a sample product review,5,Food,Male
923,P1,4,Sample review,This is a sample product review,4,Footwear,Male
924,P3,2,Sample review,This is a sample product review,2,Clothing,Male
925,P1,5,Sample review,This is a sample product review,5,Cosmetics,Male
926,P1,2,Sample review,This is a sample product review,2,Clothing,Female
927,P1,2,Sample review,This is a sample product review,2,Clothing,Male
928,P2,2,Sample review,This is a sample product review,2,Cosmetics,Female
929,P1,2,Sample review,This is a sample product review,2,Cosmetics,Male
930,P2,5,Sample review,This is a sample product review,5,Clothing,Male
931,P2,4,Sample review,This is a sample product review,4,Books,Female
932,P4,1,Sample review,This is a sample product review,1,Clothing,Male
933,P3,1,Sample review,This is a sample product review,1,Books,Male
934,P3,3,Sample review,This is a sample product review,3,Food,Female
935,P3,2,Sample review,This is a sample product review,2,Cosmetics,Male
936,P4,4,Sample review,This is a sample product review,4,Cosmetics,Male
937,P1,2,Sample review,This is a sample product review,2,Books,Female
938,P3,4,Sample review,This is a sample product review,4,Food,Male
939,P4,3,Sample review,This is a sample product review,3,Books,Female
940,P3,2,Sample review,This is a sample product review,2,Footwear,Female
941,P1,4,Sample review,This is a sample product review,4,Clothing,Male
942,P4,3,Sample review,This is a sample product review,3,Books,Female
943,P1,4,Sample review,This is a sample product review,4,Clothing,Female
944,P2,2,Sample review,This is a sample product review,2,Books,Male
945,P4,1,Sample review,This is a sample product review,1,Books,Female
946,P1,1,Sample review,This is a sample product review,1,Food,Male
947,P2,2,Sample review,This is a sample product review,2,Footwear,Female
948,P3,1,Sample review,This is a sample product review,1,Clothing,Male
949,P2,2,Sample review,This is a sample product review,2,Footwear,Female
950,P1,2,Sample review,This is a sample product review,2,Clothing,Male
951,P2,1,Sample review,This is a sample product review,1,Food,Female
952,P3,4,Sample review,This is a sample product review,4,Footwear,Male
953,P1,1,Sample review,This is a sample product review,1,Clothing,Female
954,P1,3,Sample review,This is a sample product review,3,Food,Male
955,P3,2,Sample review,This is a sample product review,2,Books,Female
956,P1,4,Sample review,This is a sample product review,4,Food,Female
957,P3,1,Sample review,This is a sample product review,1,Food,Male
958,P2,2,Sample review,This is a sample product review,2,Clothing,Male
959,P3,3,Sample review,This is a sample product review,3,Books,Female
960,P2,5,Sample review,This is a sample product review,5,Clothing,Male
961,P4,3,Sample review,This is a sample product review,3,Clothing,Female
962,P1,3,Sample review,This is a sample product review,3,Clothing,Male
963,P3,4,Sample review,This is a sample product review,4,Footwear,Male
964,P4,4,Sample review,This is a sample product review,4,Books,Male
965,P4,2,Sample review,This is a sample product review,2,Cosmetics,Female
966,P4,5,Sample review,This is a sample product review,5,Food,Male
967,P3,4,Sample review,This is a sample product review,4,Clothing,Male
968,P4,5,Sample review,This is a sample product review,5,Books,Female
969,P2,5,Sample review,This is a sample product review,5,Footwear,Male
970,P1,3,Sample review,This is a sample product review,3,Cosmetics,Male
971,P1,4,Sample review,This is a sample product review,4,Clothing,Male
972,P1,1,Sample review,This is a sample product review,1,Footwear,Female
973,P2,4,Sample review,This is a sample product review,4,Food,Male
974,P3,5,Sample review,This is a sample product review,5,Food,Female
975,P1,3,Sample review,This is a sample product review,3,Books,Female
976,P1,2,Sample review,This is a sample product review,2,Footwear,Female
977,P1,5,Sample review,This is a sample product review,5,Cosmetics,Male
978,P3,2,Sample review,This is a sample product review,2,Cosmetics,Male
979,P4,4,Sample review,This is a sample product review,4,Food,Female
980,P4,5,Sample review,This is a sample product review,5,Cosmetics,Female
981,P4,2,Sample review,This is a sample product review,2,Food,Male
982,P2,1,Sample review,This is a sample product review,1,Food,Male
983,P3,5,Sample review,This is a sample product review,5,Cosmetics,Female
984,P4,5,Sample review,This is a sample product review,5,Food,Male
985,P1,5,Sample review,This is a sample product review,5,Cosmetics,Male
986,P2,4,Sample review,This is a sample product review,4,Books,Female
987,P2,2,Sample review,This is a sample product review,2,Cosmetics,Female
988,P1,2,Sample review,This is a sample product review,2,Books,Male
989,P2,1,Sample review,This is a sample product review,1,Footwear,Female
990,P1,1,Sample review,This is a sample product review,1,Food,Male
991,P2,1,Sample review,This is a sample product review,1,Cosmetics,Male
992,P4,4,Sample review,This is a sample product review,4,Books,Male
993,P3,3,Sample review,This is a sample product review,3,Clothing,Female
994,P4,2,Sample review,This is a sample product review,2,Cosmetics,Male
995,P3,2,Sample review,This is a sample product review,2,Books,Male
996,P2,2,Sample review,This is a sample product review,2,Books,Female
997,P4,2,Sample review,This is a sample product review,2,Cosmetics,Male
998,P2,5,Sample review,This is a sample product review,5,Footwear,Female
999,P2,1,Sample review,This is a sample product review,1,Food,Female
1000,P2,1,Sample review,This is a sample product review,1,Food,Female
1001,P2,4,Sample review,This is a sample product review,4,Footwear,Male
1002,P2,2,Sample review,This is a sample product review,2,Clothing,Male
1003,P2,3,Sample review,This is a sample product review,3,Books,Male
1004,P4,1,Sample review,This is a sample product review,1,Footwear,Male
1005,P4,5,Sample review,This is a sample product review,5,Cosmetics,Female
1006,P2,3,Sample review,This is a sample product review,3,Books,Female
1007,P4,4,Sample review,This is a sample product review,4,Books,Male
1008,P2,3,Sample review,This is a sample product review,3,Cosmetics,Female
1009,P2,3,Sample review,This is a sample product review,3,Clothing,Male
1010,P2,3,Sample review,This is a sample product review,3,Food,Female
1011,P4,1,Sample review,This is a sample product review,1,Clothing,Male
1012,P3,4,Sample review,This is a sample product review,4,Books,Female
1013,P4,3,Sample review,This is a sample product review,3,Food,Male
1014,P4,4,Sample review,This is a sample product review,4,Footwear,Female
1015,P1,2,Sample review,This is a sample product review,2,Books,Male
1016,P1,5,Sample review,This is a sample product review,5,Footwear,Male
1017,P4,1,Sample review,This is a sample product review,1,Cosmetics,Male
1018,P1,2,Sample review,This is a sample product review,2,Books,Female
1019,P2,3,Sample review,This is a sample product review,3,Food,Female
1020,P2,2,Sample review,This is a sample product review,2,Books,Female
1021,P3,3,Sample review,This is a sample product review,3,Food,Male
1022,P2,2,Sample review,This is a sample product review,2,Cosmetics,Male
1023,P2,5,Sample review,This is a sample product review,5,Cosmetics,Male
1024,P3,4,Sample review,This is a sample product review,4,Footwear,Female
1025,P1,4,Sample review,This is a sample product review,4,Footwear,Female
1026,P4,3,Sample review,This is a sample product review,3,Clothing,Female
1027,P1,5,Sample review,This is a sample product review,5,Books,Female
1028,P2,4,Sample review,This is a sample product review,4,Clothing,Male
1029,P3,2,Sample review,This is a sample product review,2,Food,Female
1030,P4,2,Sample review,This is a sample product review,2,Clothing,Female
1031,P4,4,Sample review,This is a sample product review,4,Food,Male
1032,P3,3,Sample review,This is a sample product review,3,Clothing,Male
1033,P1,4,Sample review,This is a sample product review,4,Footwear,Female
1034,P4,3,Sample review,This is a sample product review,3,Food,Female
1035,P1,2,Sample review,This is a sample product review,2,Clothing,Male
1036,P4,5,Sample review,This is a sample product review,5,Cosmetics,Male
1037,P1,3,Sample review,This is a sample product review,3,Food,Female
1038,P4,5,Sample review,This is a sample product review,5,Food,Female
1039,P4,5,Sample review,This is a sample product review,5,Clothing,Female
1040,P3,5,Sample review,This is a sample product review,5,Clothing,Male
1041,P4,5,Sample review,This is a sample product review,5,Footwear,Female
1042,P1,4,Sample review,This is a sample product review,4,Books,Female
1043,P2,1,Sample review,This is a sample product review,1,Footwear,Female
1044,P3,1,Sample review,This is a sample product review,1,Books,Male
1045,P3,4,Sample review,This is a sample product review,4,Footwear,Female
1046,P2,4,Sample review,This is a sample product review,4,Clothing,Female
1047,P2,2,Sample review,This is a sample product review,2,Clothing,Female
1048,P1,2,Sample review,This is a sample product review,2,Clothing,Female
1049,P2,2,Sample review,This is a sample product review,2,Footwear,Male
1050,P4,4,Sample review,This is a sample product review,4,Footwear,Female
1051,P3,5,Sample review,This is a sample product review,5,Clothing,Female
1052,P1,3,Sample review,This is a sample product review,3,Cosmetics,Female
1053,P3,1,Sample review,This is a sample product review,1,Clothing,Female
1054,P2,5,Sample review,This is a sample product review,5,Books,Female
1055,P2,3,Sample review,This is a sample product review,3,Books,Female
1056,P2,4,Sample review,This is a sample product review,4,Books,Female
1057,P4,1,Sample review,This is a sample product review,1,Books,Female
1058,P1,2,Sample review,This is a sample product review,2,Clothing,Female
1059,P2,4,Sample review,This is a sample product review,4,Footwear,Male
1060,P4,2,Sample review,This is a sample product review,2,Footwear,Female
1061,P2,4,Sample review,This is a sample product review,4,Cosmetics,Male
1062,P4,2,Sample review,This is a sample product review,2,Books,Male
1063,P1,2,Sample review,This is a sample product review,2,Cosmetics,Male
1064,P2,3,Sample review,This is a sample product review,3,Books,Male
1065,P2,5,Sample review,This is a sample product review,5,Clothing,Female
1066,P1,1,Sample review,This is a sample product review,1,Books,Female
1067,P4,5,Sample review,This is a sample product review,5,Clothing,Female
1068,P4,4,Sample review,This is a sample product review,4,Clothing,Male
1069,P4,4,Sample review,This is a sample product review,4,Cosmetics,Male
1070,P3,5,Sample review,This is a sample product review,5,Cosmetics,Male
1071,P2,3,Sample review,This is a sample product review,3,Footwear,Female
1072,P3,3,Sample review,This is a sample product review,3,Footwear,Female
1073,P2,1,Sample review,This is a sample product review,1,Cosmetics,Male
1074,P2,4,Sample review,This is a sample product review,4,Food,Female
1075,P1,5,Sample review,This is a sample product review,5,Books,Male
1076,P3,1,Sample review,This is a sample product review,1,Books,Female
1077,P3,5,Sample review,This is a sample product review,5,Food,Male
1078,P3,2,Sample review,This is a sample product review,2,Books,Male
1079,P1,5,Sample review,This is a sample product review,5,Clothing,Male
1080,P1,1,Sample review,This is a sample product review,1,Cosmetics,Female
1081,P4,2,Sample review,This is a sample product review,2,Books,Male
1082,P2,2,Sample review,This is a sample product review,2,Cosmetics,Male
1083,P1,2,Sample review,This is a sample product review,2,Footwear,Male
1084,P4,4,Sample review,This is a sample product review,4,Footwear,Male
1085,P4,3,Sample review,This is a sample product review,3,Cosmetics,Female
1086,P3,5,Sample review,This is a sample product review,5,Footwear,Female
1087,P2,1,Sample review,This is a sample product review,1,Footwear,Male
1088,P3,1,Sample review,This is a sample product review,1,Clothing,Female
1089,P4,4,Sample review,This is a sample product review,4,Footwear,Female
1090,P4,3,Sample review,This is a sample product review,3,Clothing,Male
1091,P2,4,Sample review,This is a sample product review,4,Books,Female
1092,P4,5,Sample review,This is a sample product review,5,Footwear,Male
1093,P2,3,Sample review,This is a sample product review,3,Books,Male
1094,P1,5,Sample review,This is a sample product review,5,Footwear,Male
1095,P4,5,Sample review,This is a sample product review,5,Food,Female
1096,P4,1,Sample review,This is a sample product review,1,Books,Female
1097,P4,4,Sample review,This is a sample product review,4,Clothing,Female
1098,P4,1,Sample review,This is a sample product review,1,Cosmetics,Female
1099,P2,4,Sample review,This is a sample product review,4,Books,Male
1100,P3,1,Sample review,This is a sample product review,1,Footwear,Male
1101,P2,3,Sample review,This is a sample product review,3,Clothing,Female
1102,P1,2,Sample review,This is a sample product review,2,Books,Male
1103,P2,4,Sample review,This is a sample product review,4,Clothing,Male
1104,P1,4,Sample review,This is a sample product review,4,Clothing,Male
1105,P1,2,Sample review,This is a sample product review,2,Footwear,Male
1106,P3,2,Sample review,This is a sample product review,2,Cosmetics,Female
1107,P2,1,Sample review,This is a sample product review,1,Food,Female
1108,P1,5,Sample review,This is a sample product review,5,Footwear,Female
1109,P3,3,Sample review,This is a sample product review,3,Clothing,Female
1110,P4,5,Sample review,This is a sample product review,5,Cosmetics,Male
1111,P4,3,Sample review,This is a sample product review,3,Footwear,Male
1112,P4,2,Sample review,This is a sample product review,2,Books,Male
1113,P1,1,Sample review,This is a sample product review,1,Books,Male
1114,P3,3,Sample review,This is a sample product review,3,Cosmetics,Male
1115,P2,4,Sample review,This is a sample product review,4,Food,Female
1116,P2,1,Sample review,This is a sample product review,1,Food,Female
1117,P1,2,Sample review,This is a sample product review,2,Books,Male
1118,P2,1,Sample review,This is a sample product review,1,Footwear,Male
1119,P2,4,Sample review,This is a sample product review,4,Books,Male
1120,P1,4,Sample review,This is a sample product review,4,Footwear,Female
1121,P3,2,Sample review,This is a sample product review,2,Footwear,Male
1122,P2,5,Sample review,This is a sample product review,5,Books,Male
1123,P1,4,Sample review,This is a sample product review,4,Books,Male
1124,P4,3,Sample review,This is a sample product review,3,Footwear,Male
1125,P1,3,Sample review,This is a sample product review,3,Cosmetics,Male
1126,P4,5,Sample review,This is a sample product review,5,Books,Female
1127,P3,4,Sample review,This is a sample product review,4,Cosmetics,Male
1128,P2,4,Sample review,This is a sample product review,4,Clothing,Male
1129,P2,2,Sample review,This is a sample product review,2,Footwear,Female
1130,P4,5,Sample review,This is a sample product review,5,Footwear,Male
1131,P2,3,Sample review,This is a sample product review,3,Footwear,Male
1132,P3,3,Sample review,This is a sample product review,3,Cosmetics,Female
1133,P2,2,Sample review,This is a sample product review,2,Food,Female
1134,P3,2,Sample review,This is a sample product review,2,Clothing,Male
1135,P4,3,Sample review,This is a sample product review,3,Cosmetics,Female
1136,P3,3,Sample review,This is a sample product review,3,Books,Female
1137,P2,4,Sample review,This is a sample product review,4,Cosmetics,Male
1138,P3,4,Sample review,This is a sample product review,4,Books,Female
1139,P3,5,Sample review,This is a sample product review,5,Clothing,Female
1140,P1,4,Sample review,This is a sample product review,4,Footwear,Male
1141,P3,2,Sample review,This is a sample product review,2,Books,Female
1142,P1,5,Sample review,This is a sample product review,5,Footwear,Male
1143,P4,3,Sample review,This is a sample product review,3,Footwear,Female
1144,P2,3,Sample review,This is a sample product review,3,Clothing,Female
1145,P2,5,Sample review,This is a sample product review,5,Clothing,Male
1146,P2,3,Sample review,This is a sample product review,3,Footwear,Female
1147,P2,4,Sample review,This is a sample product review,4,Food,Male
1148,P3,4,Sample review,This is a sample product review,4,Cosmetics,Male
1149,P2,3,Sample review,This is a sample product review,3,Clothing,Male
1150,P4,4,Sample review,This is a sample product review,4,Cosmetics,Male
1151,P3,3,Sample review,This is a sample product review,3,Footwear,Male
1152,P3,5,Sample review,This is a sample product review,5,Food,Male
1153,P4,4,Sample review,This is a sample product review,4,Footwear,Female
1154,P1,5,Sample review,This is a sample product review,5,Food,Female
1155,P4,2,Sample review,This is a sample product review,2,Cosmetics,Female
1156,P1,5,Sample review,This is a sample product review,5,Cosmetics,Female
1157,P4,3,Sample review,This is a sample product review,3,Footwear,Female
1158,P4,2,Sample review,This is a sample product review,2,Footwear,Female
1159,P4,5,Sample review,This is a sample product review,5,Cosmetics,Male
1160,P4,4,Sample review,This is a sample product review,4,Cosmetics,Male
1161,P3,5,Sample review,This is a sample product review,5,Food,Female
1162,P1,2,Sample review,This is a sample product review,2,Footwear,Female
1163,P4,3,Sample review,This is a sample product review,3,Clothing,Female
1164,P3,3,Sample review,This is a sample product review,3,Footwear,Female
1165,P3,1,Sample review,This is a sample product review,1,Food,Male
1166,P4,2,Sample review,This is a sample product review,2,Books,Male
1167,P3,1,Sample review,This is a sample product review,1,Food,Male
1168,P2,4,Sample review,This is a sample product review,4,Cosmetics,Female
1169,P2,4,Sample review,This is a sample product review,4,Books,Male
1170,P2,5,Sample review,This is a sample product review,5,Food,Male
1171,P3,1,Sample review,This is a sample product review,1,Cosmetics,Male
1172,P2,2,Sample review,This is a sample product review,2,Footwear,Female
1173,P1,2,Sample review,This is a sample product review,2,Cosmetics,Male
1174,P4,2,Sample review,This is a sample product review,2,Clothing,Female
1175,P4,1,Sample review,This is a sample product review,1,Food,Female
1176,P1,3,Sample review,This is a sample product review,3,Clothing,Female
1177,P4,4,Sample review,This is a sample product review,4,Food,Female
1178,P4,2,Sample review,This is a sample product review,2,Cosmetics,Male
1179,P3,3,Sample review,This is a sample product review,3,Food,Male
1180,P2,5,Sample review,This is a sample product review,5,Food,Female
1181,P3,5,Sample review,This is a sample product review,5,Footwear,Female
1182,P1,4,Sample review,This is a sample product review,4,Food,Female
1183,P1,2,Sample review,This is a sample product review,2,Cosmetics,Female
1184,P1,5,Sample review,This is a sample product review,5,Food,Female
1185,P4,2,Sample review,This is a sample product review,2,Clothing,Female
1186,P3,5,Sample review,This is a sample product review,5,Cosmetics,Female
1187,P4,5,Sample review,This is a sample product review,5,Cosmetics,Male
1188,P1,4,Sample review,This is a sample product review,4,Clothing,Female
1189,P1,1,Sample review,This is a sample product review,1,Books,Female
1190,P2,3,Sample review,This is a sample product review,3,Cosmetics,Female
1191,P3,3,Sample review,This is a sample product review,3,Footwear,Male
1192,P3,2,Sample review,This is a sample product review,2,Food,Male
1193,P1,1,Sample review,This is a sample product review,1,Clothing,Female
1194,P4,3,Sample review,This is a sample product review,3,Clothing,Female
1195,P2,1,Sample review,This is a sample product review,1,Clothing,Female
1196,P1,4,Sample review,This is a sample product review,4,Cosmetics,Male
1197,P4,4,Sample review,This is a sample product review,4,Cosmetics,Female
1198,P1,5,Sample review,This is a sample product review,5,Books,Male
1199,P1,1,Sample review,This is a sample product review,1,Clothing,Male
1200,P1,5,Sample review,This is a sample product review,5,Clothing,Female
1201,P2,4,Sample review,This is a sample product review,4,Clothing,Male
1202,P4,2,Sample review,This is a sample product review,2,Clothing,Female
1203,P4,3,Sample review,This is a sample product review,3,Food,Female
1204,P1,3,Sample review,This is a sample product review,3,Food,Female
1205,P2,3,Sample review,This is a sample product review,3,Books,Female
1206,P1,4,Sample review,This is a sample product review,4,Cosmetics,Male
1207,P4,2,Sample review,This is a sample product review,2,Footwear,Female
1208,P2,3,Sample review,This is a sample product review,3,Clothing,Female
1209,P2,5,Sample review,This is a sample product review,5,Cosmetics,Male
1210,P3,5,Sample review,This is a sample product review,5,Footwear,Female
1211,P1,1,Sample review,This is a sample product review,1,Footwear,Female
1212,P2,3,Sample review,This is a sample product review,3,Footwear,Female
1213,P3,5,Sample review,This is a sample product review,5,Food,Male
1214,P1,2,Sample review,This is a sample product review,2,Cosmetics,Female
1215,P2,3,Sample review,This is a sample product review,3,Books,Male
1216,P2,1,Sample review,This is a sample product review,1,Clothing,Female
1217,P4,4,Sample review,This is a sample product review,4,Books,Female
1218,P3,5,Sample review,This is a sample product review,5,Footwear,Female
1219,P1,3,Sample review,This is a sample product review,3,Food,Male
1220,P1,5,Sample review,This is a sample product review,5,Clothing,Male
1221,P4,1,Sample review,This is a sample product review,1,Clothing,Female
1222,P1,3,Sample review,This is a sample product review,3,Cosmetics,Male
1223,P3,3,Sample review,This is a sample product review,3,Food,Male
1224,P2,3,Sample review,This is a sample product review,3,Books,Female
1225,P3,1,Sample review,This is a sample product review,1,Clothing,Female
1226,P2,4,Sample review,This is a sample product review,4,Food,Female
1227,P3,4,Sample review,This is a sample product review,4,Food,Male
1228,P3,4,Sample review,This is a sample product review,4,Books,Male
1229,P3,1,Sample review,This is a sample product review,1,Food,Female
1230,P4,4,Sample review,This is a sample product review,4,Cosmetics,Female
1231,P3,5,Sample review,This is a sample product review,5,Books,Female
1232,P2,5,Sample review,This is a sample product review,5,Footwear,Male
1233,P1,5,Sample review,This is a sample product review,5,Food,Male
1234,P3,3,Sample review,This is a sample product review,3,Cosmetics,Male
1235,P1,1,Sample review,This is a sample product review,1,Clothing,Male
1236,P3,1,Sample review,This is a sample product review,1,Cosmetics,Male
1237,P2,1,Sample review,This is a sample product review,1,Clothing,Male
1238,P3,4,Sample review,This is a sample product review,4,Footwear,Male
1239,P1,2,Sample review,This is a sample product review,2,Footwear,Male
1240,P2,3,Sample review,This is a sample product review,3,Cosmetics,Male
1241,P3,2,Sample review,This is a sample product review,2,Clothing,Female
1242,P3,2,Sample review,This is a sample product review,2,Footwear,Male
